---
pid: 13044
cwd: "C:\Users\PC\Desktop\ХЗ\адекватный сайт"
command: "Set-Location \"C:\\Users\\PC\\Desktop\\ХЗ\\адекватный сайт\"; python -m http.server 5501 --bind 127.0.0.1"
started_at: 2026-06-12T06:39:03.831Z
running_for_ms: 10180000 
---
Serving HTTP on 127.0.0.1 port 5501 (http://127.0.0.1:5501/) ...
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /js/modules/home-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:55] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hub-about.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:14:58] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /js/modules/dual-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /js/modules/terminal-table.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:15:03] "GET /js/modules/about-deep.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:16:59] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:16:59] "GET /js/modules/services-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:16:59] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:16:59] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/home-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /js/modules/home-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:05] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hub-about.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:08] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:12] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /services.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /js/services.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /js/modules/services-render.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:17:36] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/hero.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/marquee.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/home-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:18:35] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /about.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/about.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /assets/images/photos/tanya.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/dual-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/terminal-table.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/lightbox-spring.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:43] "GET /js/modules/about-deep.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:52] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:52] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:52] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:52] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:52] "GET /assets/images/photos/hero-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:55] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:55] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:19:55] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:20:00] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:20:00] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:20:00] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:20:00] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:20:54] "GET /assets/images/photos/taty-1.jpeg HTTP/1.1" 200 -
----------------------------------------
Exception occurred during processing of request from 127.0.0.1 - - [12/Jun/2026 14:20:54] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 200 -
('127.0.0.1', 53681)
----------------------------------------
Exception occurred during processing of request from ('127.0.0.1', 53682)
Traceback (most recent call last):
Traceback (most recent call last):
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 691, in process_request_thread
    self.finish_request(request, client_address)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 691, in process_request_thread
    self.finish_request(request, client_address)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 1310, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 671, in __init__
    super().__init__(*args, **kwargs)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 755, in __init__
    self.handle()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 1310, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 436, in handle
    self.handle_one_request()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 424, in handle_one_request
    method()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 678, in do_GET
    self.copyfile(f, self.wfile)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 671, in __init__
    super().__init__(*args, **kwargs)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 755, in __init__
    self.handle()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 436, in handle
    self.handle_one_request()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 877, in copyfile
    shutil.copyfileobj(source, outputfile)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 424, in handle_one_request
    method()
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 678, in do_GET
    self.copyfile(f, self.wfile)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py", line 877, in copyfile
    shutil.copyfileobj(source, outputfile)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\shutil.py", line 200, in copyfileobj
    fdst_write(buf)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 834, in write
    self._sock.sendall(b)
ConnectionAbortedError: [WinError 10053] Программа на вашем хост-компьютере разорвала установленное подключение
----------------------------------------
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\shutil.py", line 200, in copyfileobj
    fdst_write(buf)
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socketserver.py", line 834, in write
    self._sock.sendall(b)
ConnectionAbortedError: [WinError 10053] Программа на вашем хост-компьютере разорвала установленное подключение
----------------------------------------
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:11] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /assets/images/photos/taty-2.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /js/modules/home-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /js/modules/home-scroll.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /assets/images/photos/taty-1.jpeg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:21:18] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:21:20] "GET /assets/images/photos/hero-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/10-about.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:01] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:06] "GET /assets/images/photos/hub-capital.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:06] "GET /assets/images/photos/hub-services.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:22:06] "GET /assets/images/photos/hub-reviews.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:29:56] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:29:56] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:29:56] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:29:56] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/main.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/boot-guard.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/services.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/01-variables.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/02-base.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/03-preloader.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/04-cursor.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/05-navigation.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/06-hero.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/07-marquee.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/08-footer.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/09-capital.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/11-reviews.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/12-home.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/13-services.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/14-subnav.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/15-reveal.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/16-about-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /css/17-services-deep.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/preloader.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/cursor.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/navigation.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/canvas-environment.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/services-render.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/services-cinematic.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/footer.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/subnav.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /js/modules/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:06] "GET /data/content.js HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:09] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:09] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:30:09] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /services.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /js/services.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /css/10-about.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /css/17-services-deep.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /js/modules/services-cinematic.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /data/content.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:03] "GET /assets/images/generated/svc-hero.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:06] "GET /assets/images/generated/svc-invest.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:06] "GET /assets/images/generated/svc-audit.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:06] "GET /assets/images/generated/svc-consult.jpg HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /capital.html HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /js/capital.js HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /css/06-hero.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /css/13-services.css HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /css/15-reveal.css HTTP/1.1" 200 -
127.0.0.1 - - [12/Jun/2026 14:31:30] "GET /css/17-services-deep.css HTTP/1.1" 200 -
